id,store_id,year_recorded,unit,civic_number,street_name,name,category,latitude,longitude
13123,7245,2021,N/A,5225,VICTORIA DRIVE,Kalvin's Restaurant Ltd,Food & Beverage,49.23727063932291,-123.06582592010724
13124,7248,2021,N/A,5257,VICTORIA DRIVE,Sandy La Chinese Restaurant,Food & Beverage,49.23683857137489,-123.06582941076364
13125,7249,2021,1,5261,VICTORIA DRIVE,Modern Image Hair Design,Service Commercial,49.23683857137489,-123.06582941076364
13126,7253,2021,N/A,5305,VICTORIA DRIVE,Dave's Flower's,Convenience Goods,49.23645087537006,-123.06584198422419
13127,7254,2021,N/A,5307,VICTORIA DRIVE,3J Computers & Graphics,Comparison Goods,49.23645087537006,-123.06584198422419
13128,7255,2021,N/A,5308,VICTORIA DRIVE,Vacant,Vacant,49.23670502030295,-123.06502014241494
13129,7257,2021,N/A,5312,VICTORIA DRIVE,Eminent Beauty system,Service Commercial,49.23670502030295,-123.06502014241494
13130,7259,2021,N/A,5318,VICTORIA DRIVE,Jenny T Nail Spa,Service Commercial,49.23670502030295,-123.06502014241494
13131,7261,2021,N/A,5329,VICTORIA DRIVE,"Denny Yuen, CPA",Service Commercial,49.23645087537006,-123.06584198422419
13132,7265,2021,N/A,5344,VICTORIA DRIVE,Tirestop,Automotive Goods & Services,49.23636251582666,-123.06503231444701
13133,7270,2021,N/A,5397,VICTORIA DRIVE,Banh Mi Saigon,Food & Beverage,49.23536914603832,-123.06586003617079
13134,7277,2021,N/A,5435,VICTORIA DRIVE,Community Policing,Service Commercial,49.23494972384701,-123.06587232782407
13135,7285,2021,N/A,5470,VICTORIA DRIVE,Brush Dental Clinic,Service Commercial,49.2352469271733,-123.06505590021702
13136,7286,2021,N/A,5477,VICTORIA DRIVE,Victoria Drive Denture Clinic,Service Commercial,49.234703028763604,-123.0658792733121
13137,7294,2021,N/A,5511,VICTORIA DRIVE,Amazing International Travel,Service Commercial,49.234036837775676,-123.06590774621148
13138,7301,2021,N/A,5552,VICTORIA DRIVE,Vacant,Vacant,49.23434063022771,-123.06507250428125
13139,7306,2021,N/A,5583,VICTORIA DRIVE,Dr. Pako Cheung,Service Commercial,49.234036837775676,-123.06590774621148
13140,7309,2021,N/A,5591,VICTORIA DRIVE,128 Hair Salon,Service Commercial,49.234036837775676,-123.06590774621148
13141,7310,2021,N/A,5593,VICTORIA DRIVE,Sum Ying Tong Ginseng Nutrition,Convenience Goods,49.234036837775676,-123.06590774621148
13142,7318,2021,N/A,5619,VICTORIA DRIVE,Victoria Square Medical,Service Commercial,49.23338890810298,-123.06661332910153
13143,7321,2021,N/A,5636,VICTORIA DRIVE,Dr. Huan Wei Chen,Service Commercial,49.23350427262209,-123.06508981090957
13144,7324,2021,N/A,5659,VICTORIA DRIVE,Kent's Kitchen,Food & Beverage,49.23338890810298,-123.06661332910153
13145,7330,2021,N/A,5692,VICTORIA DRIVE,Mei Yee Bakery,Convenience Goods,49.23307298950214,-123.06511280587074
13146,7335,2021,N/A,5710,VICTORIA DRIVE,Bank of Montreal,Service Commercial,49.23255622713324,-123.0651310507749
13147,7336,2021,N/A,5723,VICTORIA DRIVE,Osoyoos Produce,Convenience Goods,49.232382189551764,-123.06594623220253
13148,7340,2021,N/A,5732,VICTORIA DRIVE,X-Ray & Mamography,Service Commercial,49.232207279312775,-123.06515241151328
13149,7350,2021,N/A,5774,VICTORIA DRIVE,Anna's Hair Salon,Service Commercial,49.23174324122313,-123.06516342997844
13150,7354,2021,N/A,5782,VICTORIA DRIVE,Wah May Hair Studio,Service Commercial,49.23164890659706,-123.06516589783756
13151,7358,2021,N/A,5787,VICTORIA DRIVE,LT Fashion,Comparison Goods,49.23181313930736,-123.06595986710742
13152,7359,2021,N/A,5794,VICTORIA DRIVE,East Kitchen,Food & Beverage,49.231413125117875,-123.0651716739901
13153,7360,2021,N/A,5797,VICTORIA DRIVE,Mui Garden Restaurant,Food & Beverage,49.231722628582695,-123.06596227398649
13154,7361,2021,N/A,5798,VICTORIA DRIVE,Sherwin-Williams,Comparison Goods,49.231413125117875,-123.0651716739901
13155,7370,2021,N/A,5840,VICTORIA DRIVE,Chang Chen Trading,Convenience Goods,49.23087793462465,-123.06515534581426
13156,7382,2021,N/A,5877,VICTORIA DRIVE,Gold Lake Fashion,Comparison Goods,49.230818402197905,-123.06598422957897
13157,7387,2021,N/A,5895,VICTORIA DRIVE,Sue's Grocery,Convenience Goods,49.230637596840126,-123.06598862450238
13158,7394,2021,N/A,6399,VICTORIA DRIVE,Chong Lee Market,Convenience Goods,49.22610792420636,-123.0661095128448
13159,7397,2021,N/A,6406,VICTORIA DRIVE,Harjit Sajjan,Service Commercial,49.2258783589727,-123.0653026437907
13160,7404,2021,N/A,6441,VICTORIA DRIVE,Vancouver Grace Dental,Service Commercial,49.22583425526696,-123.06611691988968
13161,7405,2021,N/A,6443,VICTORIA DRIVE,Meal Dishes Buffet,Food & Beverage,49.22583425526696,-123.06611691988968
13162,7406,2021,N/A,6450,VICTORIA DRIVE,88 Plus More,Comparison Goods,49.22576285089896,-123.0653040449004
13163,7410,2021,N/A,6465,VICTORIA DRIVE,Dr. Stephen Ng,Service Commercial,49.22583425526696,-123.06611691988968
13164,7412,2021,N/A,6469,VICTORIA DRIVE,Mei Yi Sheng Beauty Spa,Service Commercial,49.22583425526696,-123.06611691988968
13165,7413,2021,N/A,6470,VICTORIA DRIVE,South Van. Neighbour. House,Service Commercial,49.225543854809914,-123.0653121615423
13166,7414,2021,N/A,6471,VICTORIA DRIVE,Pho Thaison Restaurant,Food & Beverage,49.22583425526696,-123.06611691988968
13167,7415,2021,N/A,6480,VICTORIA DRIVE,VL Hair Salon,Service Commercial,49.225445576625006,-123.06531450551074
13168,7422,2021,N/A,6501,VICTORIA DRIVE,Nishiki Sushi Bar,Food & Beverage,49.224945065082736,-123.06614712781658
13169,7423,2021,N/A,6502,VICTORIA DRIVE,Petro Canada,Automotive Goods & Services,49.224797819941806,-123.06533283245079
13170,7424,2021,N/A,6509,VICTORIA DRIVE,Vacant,Vacant,49.224945065082736,-123.06614712781658
13171,7425,2021,N/A,6519,VICTORIA DRIVE,M Chiropractic,Service Commercial,49.224945065082736,-123.06614712781658
13172,7426,2021,N/A,6528,VICTORIA DRIVE,ArCannabis,Convenience Goods,49.2247169799166,-123.06533526251106
13173,7427,2021,N/A,6529,VICTORIA DRIVE,Accupuncture,Service Commercial,49.224945065082736,-123.06614712781658
13174,7436,2021,N/A,6572,VICTORIA DRIVE,S & L Beauty Salon,Service Commercial,49.224352546458974,-123.06534509057232
13175,7439,2021,N/A,6586,VICTORIA DRIVE,V50 Garden Supply,Comparison Goods,49.22426145042945,-123.06534680527504
13176,7440,2021,N/A,6591,VICTORIA DRIVE,Vacant,Vacant,49.224407513673576,-123.06616080874751
13177,7441,2021,N/A,6594,VICTORIA DRIVE,Cloud Serpent Studios,Service Commercial,49.224172249597345,-123.06535347346205
13178,7442,2021,N/A,6596,VICTORIA DRIVE,The Brow Vault,Service Commercial,49.224172249597345,-123.06535347346205
13179,7447,2021,N/A,6653,VICTORIA DRIVE,Teamway Seafood,Convenience Goods,49.22378445846849,-123.06617786491282
13180,7448,2021,N/A,6681,VICTORIA DRIVE,Oak Tree Family Medicine,Service Commercial,49.223640302663426,-123.06618162354629
13181,7452,2021,N/A,6808,VICTORIA DRIVE,Husky,Automotive Goods & Services,49.22199168979749,-123.06540555911003
13182,7460,2021,N/A,6942,VICTORIA DRIVE,Paragon Pizza,Food & Beverage,49.22082992156244,-123.06543935620076
13183,7461,2021,N/A,6943,VICTORIA DRIVE,Fat Boy Kitchen,Food & Beverage,49.22095245508234,-123.06625687972428
13184,7463,2021,N/A,6947,VICTORIA DRIVE,Vacant,Vacant,49.22095245508234,-123.06625687972428
13185,7464,2021,N/A,6956,VICTORIA DRIVE,Celeshmet Restaurant Inc,Food & Beverage,49.22073411681578,-123.06544201470217
13186,7467,2021,N/A,6967,VICTORIA DRIVE,Grand Chinese Hot Pot,Food & Beverage,49.22082112833539,-123.06626050675919
13187,7468,2021,N/A,6969,VICTORIA DRIVE,Vacant,Vacant,49.22082112833539,-123.06626050675919
13188,7471,2021,N/A,6979,VICTORIA DRIVE,S. Sian & Co. Accountant,Service Commercial,49.220587213662455,-123.06629469740903
13189,7473,2021,N/A,6985,VICTORIA DRIVE,Axxium Nail Lounge,Service Commercial,49.220587213662455,-123.06629469740903
13190,7474,2021,N/A,6987,VICTORIA DRIVE,You and Nee Hair Design,Service Commercial,49.220587213662455,-123.06629469740903
13191,7476,2021,N/A,6990,VICTORIA DRIVE,Karakoram Restaurant Inc,Food & Beverage,49.220461991722594,-123.06544700425854
13192,7477,2021,N/A,7007,VICTORIA DRIVE,Repel Security Systems Ltd,Comparison Goods,49.21985608342055,-123.06628823746419
13193,7485,2021,N/A,7059,VICTORIA DRIVE,Lil' Hobos The Dog Grooming Shop,Comparison Goods,49.21973670737581,-123.06629411459238
13194,7488,2021,N/A,7105,VICTORIA DRIVE,Vacant,Vacant,49.21948331459951,-123.06630111700078
13195,7489,2021,N/A,7109,VICTORIA DRIVE,Taipei Dim Sum Food,Convenience Goods,49.21948331459951,-123.06630111700078
13196,7500,2021,N/A,3277,HEATHER ST,Vacant UC,Vacant UC,49.256337036469205,-123.12048728599402
13197,7501,2021,N/A,698,W 16TH AV,Suprette Studio Hair Salon,Service Commercial,49.25686258936044,-123.11970575623535
13198,7506,2021,N/A,731,W 16TH AV,Personal Best Exercise Therapy Ltd,Service Commercial,49.25728108680046,-123.12091647999009
13199,7507,2021,N/A,736,W 16TH AV,Zen Wellness Centre,Service Commercial,49.25677078721544,-123.12114320185977
13200,7508,2021,N/A,758,W 16TH AV,Corduroy Pie Company,Food & Beverage,49.25677359008057,-123.12128128600331
13201,7510,2021,N/A,778,W 16TH AV,Hachibei Japanese Restaurant,Food & Beverage,49.25677779363856,-123.12148839369367
13202,7513,2021,N/A,797,W 16TH AV,Willow Cafe Bakery,Food & Beverage,49.257374222690565,-123.1214641569869
13203,7514,2021,N/A,1705,BURRARD ST,West Coast Rugs,Comparison Goods,49.270418599963406,-123.14601376351689
13204,7516,2021,N/A,1683,CHESTNUT ST,Inbed,Comparison Goods,49.270933390220335,-123.14678646633152
13205,7517,2021,N/A,1685,CHESTNUT ST,True North Performance,Convenience Goods,49.270933390220335,-123.14678646633152
13206,7521,2021,N/A,1805,W 1ST AV,Ron Zalko,Entertainment and Leisure,49.270933390220335,-123.14678646633152
13207,7523,2021,N/A,1811,W 1ST AV,Okanagan Estate Wine Shop,Convenience Goods,49.270933390220335,-123.14678646633152
13208,7527,2021,N/A,1819,W 1ST AV,C & D Insurance Services,Service Commercial,49.270943201023755,-123.14739153006724
13209,7530,2021,N/A,1832,W 1ST AV,Costen Catbalue Goldsmith,Comparison Goods,49.270423122146404,-123.14632710263172
13210,7531,2021,N/A,1835,W 1ST AV,Vacant,Vacant,49.270943201023755,-123.14739153006724
13211,7533,2021,N/A,1842,W 1ST AV,Staccato Fashion,Comparison Goods,49.27042640476305,-123.1465341486682
13212,7536,2021,3,1854,W 1ST AV,The Treatment Room,Service Commercial,49.270428886039646,-123.14669121000871
13213,7538,2021,N/A,1854,W 1ST AV,Hilary Miles Flowers,Convenience Goods,49.270428886039646,-123.14669121000871
13214,7543,2021,1,1864,W 1ST AV,Loy Leyland Architect,Service Commercial,49.27043221962073,-123.1469022303645
13215,7544,2021,2,1864,W 1ST AV,First Avenue Medical Spa,Service Commercial,49.27043221962073,-123.1469022303645
13216,7545,2021,3,1864,W 1ST AV,Dr. Randall Trester,Service Commercial,49.27043221962073,-123.1469022303645
13217,7548,2021,N/A,1867,W 1ST AV,Nook Pasta Room,Food & Beverage,49.270943201023755,-123.14739153006724
13218,7549,2021,4,1872,W 1ST AV,Nadia Albano Style,Service Commercial,49.270435523055646,-123.14711119143038
13219,7551,2021,2,1874,W 1ST AV,Once Again Resale,Comparison Goods,49.270435523055646,-123.14711119143038
13220,7552,2021,3,1874,W 1ST AV,Glow Dermal Therapy,Service Commercial,49.270435523055646,-123.14711119143038
13221,7553,2021,N/A,1876,W 1ST AV,Rocky Mountain Flatbread Co.,Food & Beverage,49.27043653763231,-123.14737313580294
13222,7554,2021,N/A,1886,W 1ST AV,Vancouver Running Co.,Comparison Goods,49.270442139621835,-123.14752979000461
13223,7557,2021,N/A,1898,W 1ST AV,Vacant,Vacant,49.27044479248048,-123.14768667325343
13224,7565,2021,N/A,1205,BURRARD ST,Smart Stop 24/7,Convenience Goods,49.2791098874824,-123.12981600069345
13225,7567,2021,N/A,1225,BURRARD ST,Caffe Mira,Food & Beverage,49.278790450985134,-123.1302991091638
13226,7571,2021,N/A,1156,BUTE ST,Collective Market,Convenience Goods,49.28194330813784,-123.13272673800216
13227,7575,2021,N/A,1220,BUTE ST,The Italians Kitchen & Bar,Food & Beverage,49.28133614058899,-123.13340333258826
13228,7578,2021,N/A,1022,DAVIE ST,Celebrities,Food & Beverage,49.27930093103343,-123.13011087887637
13229,7579,2021,N/A,1025,DAVIE ST,Fountainhead Pub,Food & Beverage,49.27993914753628,-123.12992359897765
13230,7582,2021,N/A,1031,DAVIE ST,The Basic,Food & Beverage,49.27993914753628,-123.12992359897765
13231,7590,2021,N/A,1046,DAVIE ST,Subway,Food & Beverage,49.2797145979612,-123.13074991706328
13232,7592,2021,N/A,1050,DAVIE ST,Amy's On Davie St,Comparison Goods,49.2797145979612,-123.13074991706328
13233,7593,2021,N/A,1051,DAVIE ST,Vacant,Vacant,49.28019355098428,-123.13031667175096
13234,7595,2021,N/A,1060,DAVIE ST,Davie Village Tanning,Service Commercial,49.27984192168704,-123.13094645381227
13235,7596,2021,N/A,1061,DAVIE ST,Downtown Smokes N Vapes,Convenience Goods,49.28028886838441,-123.13046417609202
13236,7598,2021,N/A,1063,DAVIE ST,Kadoya Japanese Restaurant,Food & Beverage,49.28028886838441,-123.13046417609202
13237,7602,2021,N/A,1068,DAVIE ST,Pet Pantry,Comparison Goods,49.27984192168704,-123.13094645381227
13238,7607,2021,N/A,1097,DAVIE ST,Starbucks Coffee,Food & Beverage,49.2803523694924,-123.1308543033358
13239,7611,2021,N/A,1103,DAVIE ST,Cazba Restaurant,Food & Beverage,49.2807023501956,-123.13110285691802
13240,7612,2021,N/A,1104,DAVIE ST,Vacant,Vacant,49.280383094617314,-123.1315875377654
13241,7613,2021,N/A,1106,DAVIE ST,Taki's Taverna,Food & Beverage,49.280414869311386,-123.13183207513062
13242,7617,2021,N/A,1112,DAVIE ST,Megabite Pizza,Food & Beverage,49.280502561492376,-123.13196686108577
13243,7618,2021,N/A,1114,DAVIE ST,Oxford Barber Shop,Service Commercial,49.280502561492376,-123.13196686108577
13244,7621,2021,N/A,1123,DAVIE ST,Care Point Medical & Wellness,Service Commercial,49.28098863753425,-123.13154491141442
13245,7627,2021,N/A,1141,DAVIE ST,Gurkha Himalayan Kitchen,Food & Beverage,49.2812431478128,-123.13193803004243
13246,7630,2021,N/A,1148,DAVIE ST,Mumbai Local Restaurants Ltd,Food & Beverage,49.280796212233014,-123.1324210008603
13247,7631,2021,N/A,1150,DAVIE ST,Pho Goodness Vietnamese,Food & Beverage,49.280796212233014,-123.1324210008603
13248,7634,2021,130,1160,DAVIE ST,Trees Cheescake and Organic Coffee,Convenience Goods,49.281177876207174,-123.13301049064856
13249,7636,2021,120,1160,DAVIE ST,Great Clips,Service Commercial,49.281177876207174,-123.13301049064856
13250,7638,2021,150,1160,DAVIE ST,Kin's Farm Market-Davie St,Convenience Goods,49.281177876207174,-123.13301049064856
13251,7642,2021,N/A,1167,DAVIE ST,PumpJack Pub,Food & Beverage,49.281593011400375,-123.13247841881801
13252,7649,2021,N/A,1183,DAVIE ST,Disco Cheetah Korean Chicken,Food & Beverage,49.281790081083905,-123.13284144319113
13253,7651,2021,N/A,1191,DAVIE ST,Fido Exclusive Dealer,Service Commercial,49.281790081083905,-123.13284144319113
13254,7652,2021,N/A,1193,DAVIE ST,Thida Thai Restaurant,Food & Beverage,49.281790081083905,-123.13284144319113
13255,7658,2021,N/A,1204,DAVIE ST,Garden Health,Convenience Goods,49.281654806519725,-123.13394218529554
13256,7663,2021,N/A,1216,DAVIE ST,Maple Leaf Bakery,Convenience Goods,49.281845819048,-123.13404233701972
13257,7667,2021,N/A,1222,DAVIE ST,Urban Decor Warehouse Ltd,Comparison Goods,49.281845819048,-123.13404233701972
13258,7668,2021,N/A,1224,DAVIE ST,Ho Ho Yummy Food,Food & Beverage,49.28194613507995,-123.13419733451522
13259,7672,2021,N/A,1232,DAVIE ST,Davie Pharmacy,Convenience Goods,49.282195754502254,-123.13458282722723
13260,7676,2021,4,1238,DAVIE ST,Laundry Valet Services,Service Commercial,49.282195754502254,-123.13458282722723
13261,7682,2021,N/A,1252,DAVIE ST,Magic Dollar Discount Store,Comparison Goods,49.282195754502254,-123.13458282722723
13262,7683,2021,N/A,1255,DAVIE ST,Your Independent Grocer,Convenience Goods,49.282483462561196,-123.13385410948923
13263,7684,2021,N/A,1262,DAVIE ST,Score on Davie,Convenience Goods,49.28225935614261,-123.13468136230529
13264,7688,2021,N/A,1305,DAVIE ST,Matchstick Coffee Inc,Food & Beverage,49.283185490803554,-123.13493718549782
13265,7693,2021,N/A,1611,DAVIE ST,Safeway #4998,Convenience Goods,49.28582471809621,-123.13901531278981
13266,7695,2021,N/A,1611,DAVIE ST,Vacant,Vacant,49.28582471809621,-123.13901531278981
13267,7702,2021,N/A,1682,DAVIE ST,Safeway Pharmacy #4934,Convenience Goods,49.285854256177636,-123.14023419312575
13268,7705,2021,N/A,1690,DAVIE ST,Canada Trust - Trust Company,Service Commercial,49.285854256177636,-123.14023419312575
13269,7708,2021,N/A,1711,DAVIE ST,Yummy To Go,Food & Beverage,49.286682157296624,-123.14034026242491
13270,7709,2021,N/A,1713,DAVIE ST,Vacant,Vacant,49.286682157296624,-123.14034026242491
13271,7713,2021,N/A,1719,DAVIE ST,Davie Street Market,Convenience Goods,49.286682157296624,-123.14034026242491
13272,7731,2021,N/A,1795,DAVIE ST,Starbucks Coffee,Food & Beverage,49.28723270360627,-123.14144430610212
13273,7733,2021,N/A,1795,ROBSON ST,Chung Chun Rice Hotdog,Food & Beverage,49.29145733401423,-123.1351098381324
13274,7734,2021,N/A,1190,THURLOW ST,Doctor's Choice Integrative Medicine,Service Commercial,49.28041606476511,-123.13075780469589
13275,7735,2021,N/A,1201,THURLOW ST,Martway,Convenience Goods,49.280383094617314,-123.1315875377654
13276,7738,2021,N/A,1240,THURLOW ST,Vacant,Vacant,49.280064793527835,-123.1312904713275
13277,7739,2021,N/A,1782,ALBERNI ST,Vacant,Vacant,49.29186886444212,-123.13438247196724
13278,7747,2021,N/A,679,DENMAN ST,Running Room Canada Inc,Comparison Goods,49.29249246709447,-123.13430165117248
13279,7749,2021,N/A,683,DENMAN ST,Georgia Medical Clinic,Service Commercial,49.29249246709447,-123.13430165117248
13280,7754,2021,N/A,740,DENMAN ST,Motomachi Shokudo,Food & Beverage,49.29180507553598,-123.13447887386292
13281,7757,2021,N/A,773,DENMAN ST,West End Veterinary Clinic,Comparison Goods,49.29186023426683,-123.13544052422544
13282,7761,2021,N/A,779,DENMAN ST,Van Mist Vapor Co,Convenience Goods,49.29186023426683,-123.13544052422544
13283,7762,2021,N/A,780,DENMAN ST,Weather Tea,Food & Beverage,49.29156406234604,-123.13491135957206
13284,7764,2021,N/A,785,DENMAN ST,Starbucks Coffee,Food & Beverage,49.29186023426683,-123.13544052422544
13285,7768,2021,N/A,815,DENMAN ST,Ukrainian Village Restaurant,Food & Beverage,49.29147884334615,-123.13581953714711
13286,7770,2021,N/A,823,DENMAN ST,Zakkushi on Denman,Food & Beverage,49.29109226166358,-123.13640308659966
13287,7779,2021,N/A,847,DENMAN ST,Ma-Dang-Coul Korean Rest.,Food & Beverage,49.29109226166358,-123.13640308659966
13288,7782,2021,N/A,854,DENMAN ST,Izakaya Gon's,Food & Beverage,49.290779390847014,-123.1360506476165
13289,7784,2021,N/A,857,DENMAN ST,Rumi Optical Ltd,Comparison Goods,49.29074915718008,-123.13692115643401
13290,7785,2021,N/A,861,DENMAN ST,"The Sauce, Pasta Cafe",Food & Beverage,49.29074915718008,-123.13692115643401
13291,7787,2021,N/A,866,DENMAN ST,True Confections,Food & Beverage,49.290779390847014,-123.1360506476165
13292,7788,2021,N/A,867,DENMAN ST,Damso Modern Korean Cuisine,Food & Beverage,49.29074915718008,-123.13692115643401
13293,7790,2021,N/A,871,DENMAN ST,Kingyo,Food & Beverage,49.29062143467435,-123.13711398029665
13294,7792,2021,N/A,907,DENMAN ST,Hui Lau Shan,Food & Beverage,49.29038864137609,-123.13746546876219
13295,7794,2021,N/A,917,DENMAN ST,AARM Dental Group,Service Commercial,49.29038864137609,-123.13746546876219
13296,7795,2021,N/A,923,DENMAN ST,Spencer Chandra Herbert,Service Commercial,49.29038864137609,-123.13746546876219
13297,7803,2021,N/A,961,DENMAN ST,Vacant,Vacant,49.29001014493256,-123.13805447185524
13298,7811,2021,N/A,986,DENMAN ST,Ayoub's Dried Fruits & Nuts Inc,Convenience Goods,49.28936635596448,-123.1382316193095
13299,7818,2021,N/A,1005,DENMAN ST,Bosley's Pet Food Plus Inc,Comparison Goods,49.28933222195094,-123.13915723832005
13300,7819,2021,N/A,1009,DENMAN ST,H & R Block Canada Inc,Service Commercial,49.28933222195094,-123.13915723832005
13301,7820,2021,N/A,1020,DENMAN ST,Shoppers Drug Mart #201,Convenience Goods,49.288672378898276,-123.13861747946038
13302,7825,2021,N/A,1030,DENMAN ST,Burger King,Food & Beverage,49.288672378898276,-123.13861747946038
13303,7850,2021,N/A,1059,DENMAN ST,Shizenya Restaurant,Food & Beverage,49.288660708863596,-123.1400740699136
13304,7852,2021,N/A,1061,DENMAN ST,Vacant,Vacant,49.288660708863596,-123.1400740699136
13305,7857,2021,N/A,1075,DENMAN ST,Denman Dry Cleaner,Service Commercial,49.28850091020875,-123.14031535145457
13306,7863,2021,N/A,1101,DENMAN ST,Vacant,Vacant,49.28840439724538,-123.14065512781094
13307,7866,2021,N/A,1110,DENMAN ST,Falafel King Enterprises Ltd,Food & Beverage,49.28793729867776,-123.14038893083806
13308,7869,2021,N/A,1116,DENMAN ST,Vacant,Vacant,49.28793729867776,-123.14038893083806
13309,7875,2021,N/A,1152,DENMAN ST,Persian Mediterranean Cuisine,Food & Beverage,49.287542577535994,-123.1409848341654
13310,7886,2021,201,1184,DENMAN ST,Won More Szechuan Cuisine,Food & Beverage,49.28723270360627,-123.14144430610212
13311,7889,2021,N/A,1184,DENMAN ST,McIntosh Convenience Store,Convenience Goods,49.28723270360627,-123.14144430610212
13312,7891,2021,N/A,1193,DENMAN ST,Papi's Seafood And Oyster Bar,Food & Beverage,49.287832184849314,-123.14132453876674
13313,7892,2021,N/A,1210,DENMAN ST,Hook Restaurant Ltd,Food & Beverage,49.286870698231,-123.14180476196384
13314,7893,2021,N/A,1777,HARO ST,Oxygen Yoga and Fitness,Entertainment and Leisure,49.290779390847014,-123.1360506476165
13315,7894,2021,N/A,1795,PENDRELL ST,Zeitoon Restaurant,Food & Beverage,49.28793729867776,-123.14038893083806
13316,7902,2021,N/A,780,BIDWELL ST,Marutama Ra-Men,Food & Beverage,49.290555594849494,-123.13332627562588
13317,7903,2021,N/A,818,BIDWELL ST,Euro-Food Plus Enterprises Inc,Convenience Goods,49.29000595157455,-123.13376835604124
13318,7904,2021,N/A,833,BIDWELL ST,Momo Sushi,Food & Beverage,49.290388007545644,-123.13435934107856
13319,7909,2021,N/A,793,JERVIS ST,Miss Korea BBQ,Food & Beverage,49.28749198419901,-123.12866899482229
13320,7914,2021,N/A,1311,ROBSON ST,Big Feet,Service Commercial,49.28749198419901,-123.12866899482229
13321,7917,2021,2R,1323,ROBSON ST,HNS Hannam Supermarket,Convenience Goods,49.28749198419901,-123.12866899482229
13322,7920,2021,N/A,1331,ROBSON ST,Vacant,Vacant,49.28749198419901,-123.12866899482229
13323,7922,2021,N/A,1335,ROBSON ST,Miko Sushi Japanese Rest.,Food & Beverage,49.28749198419901,-123.12866899482229
13324,7927,2021,N/A,1359,ROBSON ST,Stepho's Greek Taverna,Food & Beverage,49.287883423635506,-123.12929413866573
13325,7936,2021,N/A,1471,ROBSON ST,Vacant,Vacant,49.288685912589436,-123.13051333573624
13326,7940,2021,N/A,1509,ROBSON ST,Kazami Japanese Restaurant,Food & Beverage,49.289005080947476,-123.13100617494497
13327,7942,2021,N/A,1518,ROBSON ST,Sura Korean Cuisine,Food & Beverage,49.288773400040334,-123.13184179148249
13328,7955,2021,101,1610,ROBSON ST,Vancouver Luggage Warehouse,Comparison Goods,49.2894648367403,-123.13293179129393
13329,7964,2021,121,1610,ROBSON ST,Hue Nails and Spa,Service Commercial,49.2894648367403,-123.13293179129393
13330,7967,2021,136,1610,ROBSON ST,Divino's Corks'n Candles,Convenience Goods,49.2894648367403,-123.13293179129393
13331,7977,2021,N/A,1625,ROBSON ST,Harmonie Day Spa,Service Commercial,49.29024456556047,-123.13292168833775
13332,7981,2021,N/A,1648,ROBSON ST,Beijing Tong Ren Tang Canada,Convenience Goods,49.28978982580504,-123.13341338479448
13333,7982,2021,N/A,1660,ROBSON ST,Vacant,Vacant,49.29000595157455,-123.13376835604124
13334,7983,2021,N/A,1666,ROBSON ST,Robson Nails & Spa,Service Commercial,49.29000595157455,-123.13376835604124
13335,7984,2021,N/A,1668,ROBSON ST,Pokerrito,Food & Beverage,49.29000595157455,-123.13376835604124
13336,7985,2021,N/A,1675,ROBSON ST,Whole Foods Market,Convenience Goods,49.29024456556047,-123.13292168833775
13337,7986,2021,N/A,1680,ROBSON ST,Vacant,Vacant,49.29000595157455,-123.13376835604124
13338,7988,2021,N/A,1690,ROBSON ST,Hokkaido Ramen Santouka,Food & Beverage,49.29000595157455,-123.13376835604124
13339,7990,2021,N/A,1698,ROBSON ST,Kitanoya Guu Robson,Food & Beverage,49.29000595157455,-123.13376835604124
13340,7991,2021,N/A,1701,ROBSON ST,McDonalds Restaurants,Food & Beverage,49.290816663967284,-123.13380666419441
13341,7995,2021,N/A,1707,ROBSON ST,Royal Vape,Convenience Goods,49.290816663967284,-123.13380666419441
13342,7996,2021,N/A,1709,ROBSON ST,Comebuy Bubble Tea,Food & Beverage,49.290816663967284,-123.13380666419441
13343,7998,2021,N/A,1719,ROBSON ST,Dinesty At Robson,Food & Beverage,49.290816663967284,-123.13380666419441
13344,8004,2021,5,1725,ROBSON ST,Spirit Nails,Service Commercial,49.291007426886885,-123.13410173972038
13345,8007,2021,N/A,1745,ROBSON ST,Express Angkor Noodle House,Food & Beverage,49.29128674097243,-123.13455456079224
13346,8009,2021,N/A,1755,ROBSON ST,Vacant,Vacant,49.29128674097243,-123.13455456079224
13347,8013,2021,N/A,1773,ROBSON ST,Saku,Food & Beverage,49.29138125591317,-123.13470044160017
13348,8015,2021,N/A,1789,ROBSON ST,Thirstyyy,Convenience Goods,49.29145733401423,-123.1351098381324
13349,8018,2021,N/A,2490,BLENHEIM ST,Dr Paul Dodsworth Chiropractor,Service Commercial,49.2645091452136,-123.17755776893652
13350,8026,2021,N/A,2525,W BROADWAY,Yoga Buttons,Entertainment and Leisure,49.26429265407555,-123.16357725623318
13351,8027,2021,N/A,2529,W BROADWAY,Sparkle & Junebug,Comparison Goods,49.26429265407555,-123.16357725623318
13352,8031,2021,N/A,2560,W BROADWAY,Hunter's Garden Centre,Comparison Goods,49.26369553420918,-123.16387112095984
13353,8034,2021,N/A,2574,W BROADWAY,Best Rugs Gallery,Comparison Goods,49.263699514732636,-123.16412198091805
13354,8042,2021,N/A,2608,W BROADWAY,Vacant,Vacant,49.26374835981119,-123.16492474893455
